     Time	   ECG1	   ECG2
[09:56:34.195]	 -0.025	  0.095
[09:56:34.203]	 -0.035	  0.065
[09:56:34.211]	 -0.065	  0.035
[09:56:34.219]	 -0.075	  0.015
[09:56:34.227]	 -0.075	  0.015
[09:56:34.234]	 -0.085	  0.005
[09:56:34.242]	 -0.095	  0.015
[09:56:34.250]	 -0.075	  0.015
[09:56:34.258]	 -0.085	  0.015
[09:56:34.266]	 -0.085	  0.015
[09:56:34.273]	 -0.085	  0.005
[09:56:34.281]	 -0.085	  0.015
[09:56:34.289]	 -0.085	  0.015
[09:56:34.297]	 -0.085	  0.015
[09:56:34.305]	 -0.085	  0.015
[09:56:34.313]	 -0.075	  0.025
[09:56:34.320]	 -0.075	  0.015
[09:56:34.328]	 -0.075	  0.005
[09:56:34.336]	 -0.075	  0.015
[09:56:34.344]	 -0.065	  0.015
[09:56:34.352]	 -0.065	  0.025
[09:56:34.359]	 -0.065	  0.025
[09:56:34.367]	 -0.075	  0.005
[09:56:34.375]	 -0.075	  0.005
[09:56:34.383]	 -0.055	  0.025
[09:56:34.391]	 -0.045	  0.025
[09:56:34.398]	 -0.025	  0.045
[09:56:34.406]	 -0.015	  0.045
[09:56:34.414]	  0.005	  0.055
[09:56:34.422]	  0.005	  0.035
[09:56:34.430]	  0.025	  0.045
[09:56:34.438]	  0.025	  0.035
[09:56:34.445]	  0.015	  0.025
[09:56:34.453]	  0.005	  0.025
[09:56:34.461]	 -0.045	  0.005
[09:56:34.469]	 -0.075	 -0.005
[09:56:34.477]	 -0.095	 -0.015
[09:56:34.484]	 -0.115	 -0.015
[09:56:34.492]	 -0.115	 -0.025
[09:56:34.500]	 -0.125	 -0.025
[09:56:34.508]	 -0.125	 -0.005
[09:56:34.516]	 -0.145	  0.125
[09:56:34.523]	 -0.015	  0.285
[09:56:34.531]	  0.405	  0.275
[09:56:34.539]	  0.775	 -0.005
[09:56:34.547]	  0.485	 -0.555
[09:56:34.555]	 -0.015	 -0.495
[09:56:34.563]	 -0.095	 -0.195
[09:56:34.570]	 -0.135	 -0.075
[09:56:34.578]	 -0.165	 -0.045
[09:56:34.586]	 -0.195	 -0.025
[09:56:34.594]	 -0.185	 -0.015
[09:56:34.602]	 -0.195	 -0.025
[09:56:34.609]	 -0.185	 -0.005
[09:56:34.617]	 -0.195	 -0.015
[09:56:34.625]	 -0.185	  0.005
[09:56:34.633]	 -0.185	  0.005
[09:56:34.641]	 -0.185	  0.005
[09:56:34.648]	 -0.195	  0.015
[09:56:34.656]	 -0.175	  0.015
[09:56:34.664]	 -0.175	  0.015
[09:56:34.672]	 -0.175	  0.025
[09:56:34.680]	 -0.175	  0.035
[09:56:34.688]	 -0.165	  0.035
[09:56:34.695]	 -0.165	  0.045
[09:56:34.703]	 -0.155	  0.055
[09:56:34.711]	 -0.145	  0.065
[09:56:34.719]	 -0.145	  0.065
[09:56:34.727]	 -0.115	  0.085
[09:56:34.734]	 -0.105	  0.105
[09:56:34.742]	 -0.095	  0.105
[09:56:34.750]	 -0.075	  0.105
[09:56:34.758]	 -0.055	  0.125
[09:56:34.766]	 -0.045	  0.115
[09:56:34.773]	 -0.035	  0.115
[09:56:34.781]	 -0.025	  0.115
[09:56:34.789]	 -0.045	  0.105
[09:56:34.797]	 -0.045	  0.095
[09:56:34.805]	 -0.055	  0.085
[09:56:34.813]	 -0.065	  0.075
[09:56:34.820]	 -0.095	  0.055
[09:56:34.828]	 -0.095	  0.045
[09:56:34.836]	 -0.105	  0.035
[09:56:34.844]	 -0.115	  0.015
[09:56:34.852]	 -0.125	  0.005
[09:56:34.859]	 -0.125	  0.015
[09:56:34.867]	 -0.135	  0.015
[09:56:34.875]	 -0.125	  0.015
[09:56:34.883]	 -0.135	  0.005
[09:56:34.891]	 -0.135	  0.005
[09:56:34.898]	 -0.125	  0.015
[09:56:34.906]	 -0.135	  0.015
[09:56:34.914]	 -0.135	  0.015
[09:56:34.922]	 -0.115	  0.035
[09:56:34.930]	 -0.115	  0.035
[09:56:34.938]	 -0.115	  0.035
[09:56:34.945]	 -0.115	  0.025
[09:56:34.953]	 -0.115	  0.025
[09:56:34.961]	 -0.125	  0.015
[09:56:34.969]	 -0.115	  0.015
[09:56:34.977]	 -0.125	  0.025
[09:56:34.984]	 -0.125	  0.015
[09:56:34.992]	 -0.135	  0.025
[09:56:35.000]	 -0.105	  0.035
[09:56:35.008]	 -0.085	  0.045
[09:56:35.016]	 -0.065	  0.065
[09:56:35.023]	 -0.045	  0.065
[09:56:35.031]	 -0.045	  0.055
[09:56:35.039]	 -0.035	  0.045
[09:56:35.047]	 -0.015	  0.045
[09:56:35.055]	 -0.035	  0.045
[09:56:35.063]	 -0.025	  0.055
[09:56:35.070]	 -0.065	  0.025
[09:56:35.078]	 -0.105	  0.015
[09:56:35.086]	 -0.135	 -0.005
[09:56:35.094]	 -0.145	 -0.005
[09:56:35.102]	 -0.155	 -0.015
[09:56:35.109]	 -0.145	 -0.005
[09:56:35.117]	 -0.155	  0.005
[09:56:35.125]	 -0.195	  0.045
[09:56:35.133]	 -0.165	  0.235
[09:56:35.141]	  0.155	  0.345
[09:56:35.148]	  0.545	  0.225
[09:56:35.156]	  0.665	 -0.275
[09:56:35.164]	  0.085	 -0.595
[09:56:35.172]	 -0.085	 -0.275
[09:56:35.180]	 -0.145	 -0.075
[09:56:35.188]	 -0.175	 -0.025
[09:56:35.195]	 -0.205	  0.005
[09:56:35.203]	 -0.215	  0.005
[09:56:35.211]	 -0.215	  0.005
[09:56:35.219]	 -0.205	  0.005
[09:56:35.227]	 -0.205	  0.015
[09:56:35.234]	 -0.215	  0.025
[09:56:35.242]	 -0.215	  0.025
[09:56:35.250]	 -0.205	  0.035
[09:56:35.258]	 -0.195	  0.035
[09:56:35.266]	 -0.185	  0.045
[09:56:35.273]	 -0.185	  0.055
[09:56:35.281]	 -0.175	  0.055
[09:56:35.289]	 -0.175	  0.075
[09:56:35.297]	 -0.175	  0.055
[09:56:35.305]	 -0.175	  0.075
[09:56:35.313]	 -0.155	  0.085
[09:56:35.320]	 -0.145	  0.095
[09:56:35.328]	 -0.135	  0.115
[09:56:35.336]	 -0.125	  0.125
[09:56:35.344]	 -0.105	  0.145
[09:56:35.352]	 -0.085	  0.155
[09:56:35.359]	 -0.075	  0.155
[09:56:35.367]	 -0.065	  0.155
[09:56:35.375]	 -0.045	  0.155
[09:56:35.383]	 -0.035	  0.155
[09:56:35.391]	 -0.025	  0.145
[09:56:35.398]	 -0.035	  0.145
[09:56:35.406]	 -0.035	  0.125
[09:56:35.414]	 -0.065	  0.105
[09:56:35.422]	 -0.065	  0.095
[09:56:35.430]	 -0.085	  0.065
[09:56:35.438]	 -0.095	  0.045
[09:56:35.445]	 -0.095	  0.035
[09:56:35.453]	 -0.105	  0.025
[09:56:35.461]	 -0.115	  0.035
[09:56:35.469]	 -0.115	  0.015
[09:56:35.477]	 -0.115	  0.025
[09:56:35.484]	 -0.105	  0.025
[09:56:35.492]	 -0.105	  0.035
[09:56:35.500]	 -0.095	  0.035
[09:56:35.508]	 -0.095	  0.015
[09:56:35.516]	 -0.095	  0.025
[09:56:35.523]	 -0.085	  0.035
[09:56:35.531]	 -0.085	  0.035
[09:56:35.539]	 -0.095	  0.035
[09:56:35.547]	 -0.085	  0.035
[09:56:35.555]	 -0.075	  0.025
[09:56:35.563]	 -0.075	  0.015
[09:56:35.570]	 -0.085	  0.025
[09:56:35.578]	 -0.065	  0.035
[09:56:35.586]	 -0.055	  0.035
[09:56:35.594]	 -0.045	  0.045
[09:56:35.602]	 -0.035	  0.055
[09:56:35.609]	 -0.025	  0.065
[09:56:35.617]	 -0.015	  0.065
[09:56:35.625]	 -0.005	  0.025
[09:56:35.633]	  0.015	  0.045
[09:56:35.641]	  0.015	  0.025
[09:56:35.648]	  0.005	  0.035
[09:56:35.656]	  0.005	  0.045
[09:56:35.664]	 -0.025	  0.005
[09:56:35.672]	 -0.045	  0.005
[09:56:35.680]	 -0.075	 -0.005
[09:56:35.688]	 -0.085	 -0.015
[09:56:35.695]	 -0.085	 -0.005
[09:56:35.703]	 -0.095	 -0.025
[09:56:35.711]	 -0.105	 -0.015
[09:56:35.719]	 -0.115	  0.085
[09:56:35.727]	 -0.075	  0.265
[09:56:35.734]	  0.185	  0.305
[09:56:35.742]	  0.475	  0.075
[09:56:35.750]	  0.455	 -0.455
[09:56:35.758]	  0.075	 -0.585
[09:56:35.766]	 -0.065	 -0.265
[09:56:35.773]	 -0.115	 -0.075
[09:56:35.781]	 -0.125	 -0.025
[09:56:35.789]	 -0.155	 -0.025
[09:56:35.797]	 -0.165	 -0.015
[09:56:35.805]	 -0.175	 -0.005
[09:56:35.813]	 -0.175	 -0.005
[09:56:35.820]	 -0.175	 -0.005
[09:56:35.828]	 -0.165	  0.005
[09:56:35.836]	 -0.175	  0.005
[09:56:35.844]	 -0.165	  0.005
[09:56:35.852]	 -0.165	  0.025
[09:56:35.859]	 -0.165	  0.015
[09:56:35.867]	 -0.175	  0.025
[09:56:35.875]	 -0.155	  0.025
[09:56:35.883]	 -0.155	  0.035
[09:56:35.891]	 -0.145	  0.045
[09:56:35.898]	 -0.145	  0.045
[09:56:35.906]	 -0.135	  0.055
[09:56:35.914]	 -0.125	  0.055
[09:56:35.922]	 -0.125	  0.075
[09:56:35.930]	 -0.115	  0.075
[09:56:35.938]	 -0.095	  0.095
[09:56:35.945]	 -0.085	  0.095
[09:56:35.953]	 -0.075	  0.095
[09:56:35.961]	 -0.045	  0.115
[09:56:35.969]	 -0.045	  0.105
[09:56:35.977]	 -0.045	  0.105
[09:56:35.984]	 -0.045	  0.105
[09:56:35.992]	 -0.045	  0.075
[09:56:36.000]	 -0.045	  0.075
[09:56:36.008]	 -0.055	  0.065
[09:56:36.016]	 -0.075	  0.055
[09:56:36.023]	 -0.085	  0.035
[09:56:36.031]	 -0.095	  0.015
[09:56:36.039]	 -0.095	  0.015
[09:56:36.047]	 -0.105	  0.005
[09:56:36.055]	 -0.115	 -0.005
[09:56:36.063]	 -0.115	 -0.005
[09:56:36.070]	 -0.115	 -0.005
[09:56:36.078]	 -0.095	 -0.005
[09:56:36.086]	 -0.105	  0.005
[09:56:36.094]	 -0.095	  0.005
[09:56:36.102]	 -0.105	  0.015
[09:56:36.109]	 -0.095	  0.005
[09:56:36.117]	 -0.105	  0.005
[09:56:36.125]	 -0.085	  0.005
[09:56:36.133]	 -0.095	  0.005
[09:56:36.141]	 -0.085	  0.015
[09:56:36.148]	 -0.095	 -0.005
[09:56:36.156]	 -0.095	 -0.005
[09:56:36.164]	 -0.095	 -0.005
[09:56:36.172]	 -0.085	  0.005
[09:56:36.180]	 -0.075	  0.025
[09:56:36.188]	 -0.065	  0.015
[09:56:36.195]	 -0.045	  0.035
[09:56:36.203]	 -0.035	  0.035
[09:56:36.211]	 -0.025	  0.035
[09:56:36.219]	 -0.015	  0.015
[09:56:36.227]	  0.005	  0.015
[09:56:36.234]	 -0.005	  0.005
[09:56:36.242]	  0.005	  0.025
[09:56:36.250]	 -0.015	  0.005
[09:56:36.258]	 -0.055	 -0.015
[09:56:36.266]	 -0.095	 -0.025
[09:56:36.273]	 -0.115	 -0.025
[09:56:36.281]	 -0.115	 -0.035
[09:56:36.289]	 -0.115	 -0.025
[09:56:36.297]	 -0.125	 -0.025
[09:56:36.305]	 -0.155	  0.035
[09:56:36.313]	 -0.105	  0.215
[09:56:36.320]	  0.225	  0.305
[09:56:36.328]	  0.645	  0.155
[09:56:36.336]	  0.785	 -0.315
[09:56:36.344]	  0.155	 -0.595
[09:56:36.352]	 -0.085	 -0.345
[09:56:36.359]	 -0.145	 -0.135
[09:56:36.367]	 -0.155	 -0.055
[09:56:36.375]	 -0.165	 -0.035
[09:56:36.383]	 -0.175	 -0.025
[09:56:36.391]	 -0.175	 -0.015
[09:56:36.398]	 -0.175	 -0.015
[09:56:36.406]	 -0.175	 -0.015
[09:56:36.414]	 -0.175	 -0.005
[09:56:36.422]	 -0.175	 -0.005
[09:56:36.430]	 -0.175	  0.005
[09:56:36.438]	 -0.165	  0.005
[09:56:36.445]	 -0.165	  0.005
[09:56:36.453]	 -0.155	  0.015
[09:56:36.461]	 -0.155	  0.025
[09:56:36.469]	 -0.145	  0.025
[09:56:36.477]	 -0.145	  0.025
[09:56:36.484]	 -0.135	  0.035
[09:56:36.492]	 -0.135	  0.045
[09:56:36.500]	 -0.125	  0.055
[09:56:36.508]	 -0.115	  0.075
[09:56:36.516]	 -0.105	  0.075
[09:56:36.523]	 -0.095	  0.075
[09:56:36.531]	 -0.075	  0.095
[09:56:36.539]	 -0.055	  0.105
[09:56:36.547]	 -0.045	  0.105
[09:56:36.555]	 -0.045	  0.105
[09:56:36.563]	 -0.025	  0.095
[09:56:36.570]	 -0.025	  0.085
[09:56:36.578]	 -0.015	  0.075
[09:56:36.586]	 -0.015	  0.075
[09:56:36.594]	 -0.025	  0.075
[09:56:36.602]	 -0.025	  0.055
[09:56:36.609]	 -0.055	  0.035
[09:56:36.617]	 -0.085	  0.005
[09:56:36.625]	 -0.095	 -0.005
[09:56:36.633]	 -0.115	 -0.015
[09:56:36.641]	 -0.145	 -0.015
[09:56:36.648]	 -0.125	 -0.025
[09:56:36.656]	 -0.105	 -0.015
[09:56:36.664]	 -0.085	  0.005
[09:56:36.672]	 -0.095	  0.005
[09:56:36.680]	 -0.095	 -0.005
[09:56:36.688]	 -0.085	  0.005
[09:56:36.695]	 -0.075	 -0.005
[09:56:36.703]	 -0.095	 -0.005
[09:56:36.711]	 -0.105	 -0.005
[09:56:36.719]	 -0.095	 -0.005
[09:56:36.727]	 -0.095	 -0.005
[09:56:36.734]	 -0.075	  0.015
[09:56:36.742]	 -0.085	 -0.005
[09:56:36.750]	 -0.085	  0.005
[09:56:36.758]	 -0.075	  0.005
[09:56:36.766]	 -0.055	  0.015
[09:56:36.773]	 -0.045	  0.035
[09:56:36.781]	 -0.025	  0.045
[09:56:36.789]	 -0.015	  0.035
[09:56:36.797]	 -0.015	  0.035
[09:56:36.805]	  0.015	  0.025
[09:56:36.813]	  0.015	  0.015
[09:56:36.820]	 -0.005	  0.005
[09:56:36.828]	  0.005	  0.025
[09:56:36.836]	 -0.025	  0.005
[09:56:36.844]	 -0.075	 -0.015
[09:56:36.852]	 -0.105	 -0.025
[09:56:36.859]	 -0.105	 -0.025
[09:56:36.867]	 -0.115	 -0.025
[09:56:36.875]	 -0.105	 -0.025
[09:56:36.883]	 -0.125	 -0.045
[09:56:36.891]	 -0.145	  0.025
[09:56:36.898]	 -0.125	  0.215
[09:56:36.906]	  0.205	  0.335
[09:56:36.914]	  0.635	  0.205
[09:56:36.922]	  0.795	 -0.325
[09:56:36.930]	  0.145	 -0.615
[09:56:36.938]	 -0.075	 -0.305
[09:56:36.945]	 -0.135	 -0.105
[09:56:36.953]	 -0.135	 -0.055
[09:56:36.961]	 -0.165	 -0.035
[09:56:36.969]	 -0.165	 -0.025
[09:56:36.977]	 -0.165	 -0.015
[09:56:36.984]	 -0.185	 -0.005
[09:56:36.992]	 -0.145	 -0.005
[09:56:37.000]	 -0.165	  0.005
[09:56:37.008]	 -0.165	  0.005
[09:56:37.016]	 -0.155	  0.005
[09:56:37.023]	 -0.185	  0.005
[09:56:37.031]	 -0.175	  0.015
[09:56:37.039]	 -0.175	  0.015
[09:56:37.047]	 -0.175	  0.025
[09:56:37.055]	 -0.115	  0.025
[09:56:37.063]	 -0.095	  0.045
[09:56:37.070]	 -0.095	  0.055
[09:56:37.078]	 -0.115	  0.055
[09:56:37.086]	 -0.125	  0.065
[09:56:37.094]	 -0.095	  0.065
[09:56:37.102]	 -0.085	  0.075
[09:56:37.109]	 -0.055	  0.095
[09:56:37.117]	 -0.055	  0.095
[09:56:37.125]	 -0.035	  0.115
[09:56:37.133]	 -0.015	  0.105
[09:56:37.141]	  0.005	  0.105
[09:56:37.148]	 -0.005	  0.105
[09:56:37.156]	 -0.005	  0.095
[09:56:37.164]	  0.005	  0.105
[09:56:37.172]	 -0.005	  0.095
[09:56:37.180]	 -0.005	  0.075
[09:56:37.188]	  0.005	  0.035
[09:56:37.195]	 -0.035	  0.005
[09:56:37.203]	 -0.055	  0.005
[09:56:37.211]	 -0.065	 -0.005
[09:56:37.219]	 -0.075	 -0.005
[09:56:37.227]	 -0.075	 -0.025
[09:56:37.234]	 -0.105	 -0.015
[09:56:37.242]	 -0.095	 -0.015
[09:56:37.250]	 -0.085	 -0.025
[09:56:37.258]	 -0.085	 -0.005
[09:56:37.266]	 -0.075	 -0.015
[09:56:37.273]	 -0.085	 -0.005
[09:56:37.281]	 -0.085	 -0.005
[09:56:37.289]	 -0.075	 -0.005
[09:56:37.297]	 -0.095	 -0.005
[09:56:37.305]	 -0.095	 -0.015
[09:56:37.313]	 -0.115	 -0.015
[09:56:37.320]	 -0.115	 -0.015
[09:56:37.328]	 -0.095	 -0.005
[09:56:37.336]	 -0.085	 -0.005
[09:56:37.344]	 -0.085	 -0.005
[09:56:37.352]	 -0.085	  0.005
[09:56:37.359]	 -0.075	  0.005
[09:56:37.367]	 -0.065	  0.025
[09:56:37.375]	 -0.035	  0.035
[09:56:37.383]	 -0.045	  0.025
[09:56:37.391]	 -0.005	  0.035
[09:56:37.398]	  0.035	  0.045
[09:56:37.406]	 -0.025	  0.005
[09:56:37.414]	 -0.015	 -0.045
[09:56:37.422]	 -0.025	  0.015
[09:56:37.430]	 -0.035	  0.035
[09:56:37.438]	 -0.065	 -0.005
[09:56:37.445]	 -0.095	 -0.015
[09:56:37.453]	 -0.105	 -0.025
[09:56:37.461]	 -0.125	 -0.045
[09:56:37.469]	 -0.115	 -0.035
[09:56:37.477]	 -0.125	 -0.025
[09:56:37.484]	 -0.145	 -0.055
[09:56:37.492]	 -0.035	  0.065
[09:56:37.500]	 -0.125	  0.305
[09:56:37.508]	  0.295	  0.295
[09:56:37.516]	  0.795	  0.075
[09:56:37.523]	  0.655	 -0.475
[09:56:37.531]	  0.015	 -0.505
[09:56:37.539]	 -0.085	 -0.225
[09:56:37.547]	 -0.135	 -0.105
[09:56:37.555]	 -0.165	 -0.045
[09:56:37.563]	 -0.165	 -0.035
[09:56:37.570]	 -0.205	 -0.035
[09:56:37.578]	 -0.225	 -0.035
[09:56:37.586]	 -0.215	 -0.015
[09:56:37.594]	 -0.185	 -0.005
[09:56:37.602]	 -0.175	 -0.025
[09:56:37.609]	 -0.215	 -0.005
[09:56:37.617]	 -0.215	 -0.015
[09:56:37.625]	 -0.165	 -0.015
[09:56:37.633]	 -0.185	  0.005
[09:56:37.641]	 -0.215	 -0.005
[09:56:37.648]	 -0.205	 -0.015
[09:56:37.656]	 -0.075	 -0.005
[09:56:37.664]	 -0.185	  0.065
[09:56:37.672]	 -0.205	  0.065
[09:56:37.680]	 -0.145	  0.045
[09:56:37.688]	 -0.175	  0.045
[09:56:37.695]	 -0.145	  0.045
[09:56:37.703]	 -0.135	  0.065
[09:56:37.711]	 -0.125	  0.085
[09:56:37.719]	 -0.095	  0.105
[09:56:37.727]	 -0.045	  0.105
[09:56:37.734]	 -0.035	  0.115
[09:56:37.742]	  0.055	  0.105
[09:56:37.750]	  0.075	  0.105
[09:56:37.758]	 -0.135	  0.165
[09:56:37.766]	 -0.115	  0.145
[09:56:37.773]	 -0.055	  0.085
[09:56:37.781]	 -0.055	  0.045
[09:56:37.789]	 -0.065	  0.015
[09:56:37.797]	 -0.085	  0.005
[09:56:37.805]	 -0.075	  0.005
[09:56:37.813]	 -0.085	 -0.025
[09:56:37.820]	 -0.065	 -0.035
[09:56:37.828]	 -0.005	 -0.035
[09:56:37.836]	  0.035	 -0.045
[09:56:37.844]	 -0.185	  0.015
[09:56:37.852]	 -0.215	 -0.005
[09:56:37.859]	 -0.085	 -0.045
[09:56:37.867]	 -0.105	 -0.065
[09:56:37.875]	 -0.095	 -0.045
[09:56:37.883]	 -0.095	 -0.035
[09:56:37.891]	 -0.085	 -0.025
[09:56:37.898]	 -0.075	 -0.025
[09:56:37.906]	 -0.075	 -0.025
[09:56:37.914]	 -0.025	 -0.025
[09:56:37.922]	  0.005	 -0.005
[09:56:37.930]	  0.025	 -0.015
[09:56:37.938]	 -0.085	 -0.005
[09:56:37.945]	 -0.175	 -0.035
[09:56:37.953]	 -0.155	 -0.045
[09:56:37.961]	 -0.115	 -0.055
[09:56:37.969]	 -0.125	 -0.045
[09:56:37.977]	 -0.065	 -0.025
[09:56:37.984]	 -0.045	 -0.015
[09:56:37.992]	 -0.035	 -0.005
[09:56:38.000]	  0.005	 -0.005
[09:56:38.008]	  0.075	 -0.015
[09:56:38.016]	  0.025	 -0.055
[09:56:38.023]	  0.265	  0.005
[09:56:38.031]	 -0.245	  0.105
[09:56:38.039]	 -0.025	 -0.015
[09:56:38.047]	 -0.125	 -0.015
[09:56:38.055]	 -0.135	 -0.115
[09:56:38.063]	 -0.095	 -0.115
[09:56:38.070]	 -0.115	 -0.075
[09:56:38.078]	 -0.105	 -0.085
[09:56:38.086]	 -0.115	 -0.065
[09:56:38.094]	 -0.155	 -0.005
[09:56:38.102]	 -0.145	  0.185
[09:56:38.109]	  0.175	  0.375
[09:56:38.117]	  0.635	  0.315
[09:56:38.125]	  0.805	 -0.245
[09:56:38.133]	  0.145	 -0.655
[09:56:38.141]	 -0.055	 -0.345
[09:56:38.148]	 -0.125	 -0.135
[09:56:38.156]	 -0.145	 -0.085
[09:56:38.164]	 -0.185	 -0.065
[09:56:38.172]	 -0.195	 -0.045
[09:56:38.180]	 -0.195	 -0.055
[09:56:38.188]	 -0.195	 -0.045
[09:56:38.195]	 -0.205	 -0.045
[09:56:38.203]	 -0.195	 -0.035
[09:56:38.211]	 -0.205	 -0.035
[09:56:38.219]	 -0.205	 -0.025
[09:56:38.227]	 -0.215	 -0.025
[09:56:38.234]	 -0.205	 -0.015
[09:56:38.242]	 -0.215	 -0.025
[09:56:38.250]	 -0.215	 -0.005
[09:56:38.258]	 -0.215	 -0.005
[09:56:38.266]	 -0.215	 -0.015
[09:56:38.273]	 -0.215	  0.005
[09:56:38.281]	 -0.215	  0.005
[09:56:38.289]	 -0.205	  0.025
[09:56:38.297]	 -0.205	  0.025
[09:56:38.305]	 -0.195	  0.055
[09:56:38.313]	 -0.165	  0.065
[09:56:38.320]	 -0.135	  0.065
[09:56:38.328]	 -0.135	  0.075
[09:56:38.336]	 -0.145	  0.085
[09:56:38.344]	 -0.115	  0.085
[09:56:38.352]	 -0.115	  0.075
[09:56:38.359]	 -0.105	  0.075
[09:56:38.367]	 -0.095	  0.075
[09:56:38.375]	 -0.085	  0.055
[09:56:38.383]	 -0.105	  0.045
[09:56:38.391]	 -0.105	  0.015
[09:56:38.398]	 -0.125	 -0.005
[09:56:38.406]	 -0.125	 -0.015
[09:56:38.414]	 -0.125	 -0.025
[09:56:38.422]	 -0.165	 -0.055
[09:56:38.430]	 -0.175	 -0.065
[09:56:38.438]	 -0.165	 -0.065
[09:56:38.445]	 -0.165	 -0.065
[09:56:38.453]	 -0.165	 -0.055
[09:56:38.461]	 -0.155	 -0.055
[09:56:38.469]	 -0.155	 -0.065
[09:56:38.477]	 -0.145	 -0.055
[09:56:38.484]	 -0.155	 -0.055
[09:56:38.492]	 -0.145	 -0.055
[09:56:38.500]	 -0.135	 -0.045
[09:56:38.508]	 -0.135	 -0.045
[09:56:38.516]	 -0.135	 -0.055
[09:56:38.523]	 -0.135	 -0.055
[09:56:38.531]	 -0.145	 -0.055
[09:56:38.539]	 -0.135	 -0.065
[09:56:38.547]	 -0.145	 -0.055
[09:56:38.555]	 -0.135	 -0.065
[09:56:38.563]	 -0.125	 -0.065
[09:56:38.570]	 -0.125	 -0.065
[09:56:38.578]	 -0.125	 -0.045
[09:56:38.586]	 -0.115	 -0.045
[09:56:38.594]	 -0.095	 -0.045
[09:56:38.602]	 -0.075	 -0.035
[09:56:38.609]	 -0.055	 -0.015
[09:56:38.617]	 -0.045	 -0.045
[09:56:38.625]	 -0.045	 -0.045
[09:56:38.633]	 -0.055	 -0.055
[09:56:38.641]	 -0.035	 -0.035
[09:56:38.648]	 -0.085	 -0.055
[09:56:38.656]	 -0.105	 -0.065
[09:56:38.664]	 -0.135	 -0.075
[09:56:38.672]	 -0.155	 -0.075
[09:56:38.680]	 -0.165	 -0.085
[09:56:38.688]	 -0.155	 -0.085
[09:56:38.695]	 -0.165	 -0.075
[09:56:38.703]	 -0.205	 -0.035
[09:56:38.711]	 -0.205	  0.155
[09:56:38.719]	  0.105	  0.255
[09:56:38.727]	  0.515	  0.155
[09:56:38.734]	  0.585	 -0.345
[09:56:38.742]	  0.035	 -0.685
[09:56:38.750]	 -0.125	 -0.385
[09:56:38.758]	 -0.155	 -0.165
[09:56:38.766]	 -0.185	 -0.105
[09:56:38.773]	 -0.215	 -0.075
[09:56:38.781]	 -0.215	 -0.065
[09:56:38.789]	 -0.205	 -0.065
[09:56:38.797]	 -0.205	 -0.065
[09:56:38.805]	 -0.215	 -0.075
[09:56:38.813]	 -0.215	 -0.055
[09:56:38.820]	 -0.215	 -0.065
[09:56:38.828]	 -0.205	 -0.045
[09:56:38.836]	 -0.195	 -0.045
[09:56:38.844]	 -0.185	 -0.035
[09:56:38.852]	 -0.185	 -0.025
[09:56:38.859]	 -0.175	 -0.015
[09:56:38.867]	 -0.185	 -0.025
[09:56:38.875]	 -0.175	 -0.025
[09:56:38.883]	 -0.175	 -0.015
[09:56:38.891]	 -0.155	  0.005
[09:56:38.898]	 -0.155	  0.015
[09:56:38.906]	 -0.145	  0.025
[09:56:38.914]	 -0.135	  0.025
[09:56:38.922]	 -0.135	  0.035
[09:56:38.930]	 -0.115	  0.055
[09:56:38.938]	 -0.095	  0.065
[09:56:38.945]	 -0.085	  0.065
[09:56:38.953]	 -0.075	  0.065
[09:56:38.961]	 -0.065	  0.065
[09:56:38.969]	 -0.055	  0.055
[09:56:38.977]	 -0.065	  0.055
[09:56:38.984]	 -0.065	  0.045
[09:56:38.992]	 -0.075	  0.025
[09:56:39.000]	 -0.085	  0.015
[09:56:39.008]	 -0.085	 -0.005
[09:56:39.016]	 -0.105	 -0.015
[09:56:39.023]	 -0.115	 -0.035
[09:56:39.031]	 -0.125	 -0.045
[09:56:39.039]	 -0.125	 -0.045
[09:56:39.047]	 -0.135	 -0.045
[09:56:39.055]	 -0.135	 -0.055
[09:56:39.063]	 -0.125	 -0.035
[09:56:39.070]	 -0.125	 -0.045
[09:56:39.078]	 -0.115	 -0.045
[09:56:39.086]	 -0.125	 -0.035
[09:56:39.094]	 -0.125	 -0.035
[09:56:39.102]	 -0.125	 -0.035
[09:56:39.109]	 -0.125	 -0.035
[09:56:39.117]	 -0.125	 -0.035
[09:56:39.125]	 -0.115	 -0.045
[09:56:39.133]	 -0.135	 -0.045
[09:56:39.141]	 -0.125	 -0.045
[09:56:39.148]	 -0.125	 -0.045
[09:56:39.156]	 -0.125	 -0.045
[09:56:39.164]	 -0.125	 -0.045
[09:56:39.172]	 -0.115	 -0.035
[09:56:39.180]	 -0.115	 -0.025
[09:56:39.188]	 -0.105	 -0.015
[09:56:39.195]	 -0.075	 -0.005
[09:56:39.203]	 -0.065	 -0.005
[09:56:39.211]	 -0.055	 -0.005
[09:56:39.219]	 -0.035	 -0.015
[09:56:39.227]	 -0.015	 -0.015
[09:56:39.234]	 -0.035	 -0.025
[09:56:39.242]	 -0.035	 -0.015
[09:56:39.250]	 -0.055	 -0.045
[09:56:39.258]	 -0.095	 -0.045
[09:56:39.266]	 -0.115	 -0.035
[09:56:39.273]	 -0.135	 -0.055
[09:56:39.281]	 -0.145	 -0.075
[09:56:39.289]	 -0.145	 -0.055
[09:56:39.297]	 -0.155	 -0.055
